"country","year","type","twh","tot"
"507","Poland",2016,"other_renewable_exc_biofuel_electricity",0,1982.42
"508","Poland",2016,"solar_electricity",120,1982.42
"509","Poland",2016,"wind_electricity",12590,1982.42
"510","Poland",2016,"tot",166000,1982.42
"511","Poland",2017,"biofuel_electricity",6490,1982.42
"512","Poland",2017,"coal_electricity",131160,1982.42
"513","Poland",2017,"gas_electricity",10030,1982.42
"514","Poland",2017,"hydro_electricity",2560,1982.42
"515","Poland",2017,"nuclear_electricity",0,1982.42
"516","Poland",2017,"oil_electricity",4590,1982.42
"517","Poland",2017,"other_renewable_exc_biofuel_electricity",0,1982.42
"518","Poland",2017,"solar_electricity",170,1982.42
"519","Poland",2017,"wind_electricity",14910,1982.42
"520","Poland",2017,"tot",169910,1982.42
"521","Poland",2018,"biofuel_electricity",6550,1982.42
"522","Poland",2018,"coal_electricity",130560,1982.42
"523","Poland",2018,"gas_electricity",12630,1982.42
"524","Poland",2018,"hydro_electricity",1970,1982.42
"525","Poland",2018,"nuclear_electricity",0,1982.42
"526","Poland",2018,"oil_electricity",4620,1982.42
"527","Poland",2018,"other_renewable_exc_biofuel_electricity",0,1982.42
"528","Poland",2018,"solar_electricity",300,1982.42
"529","Poland",2018,"wind_electricity",12800,1982.42
"530","Poland",2018,"tot",169430,1982.42
"531","Poland",2019,"biofuel_electricity",7680,1982.42
"532","Poland",2019,"coal_electricity",118140,1982.42
"533","Poland",2019,"gas_electricity",14800,1982.42
"534","Poland",2019,"hydro_electricity",1960,1982.42
"535","Poland",2019,"nuclear_electricity",0,1982.42
"536","Poland",2019,"oil_electricity",4820,1982.42
"537","Poland",2019,"other_renewable_exc_biofuel_electricity",0,1982.42
"538","Poland",2019,"solar_electricity",710,1982.42
"539","Poland",2019,"wind_electricity",15110,1982.42
"540","Poland",2019,"tot",163220,1982.42
"541","Ukraine",2014,"biofuel_electricity",130,1962.24
"542","Ukraine",2014,"coal_electricity",70490,1962.24
"543","Ukraine",2014,"gas_electricity",12710,1962.24
"544","Ukraine",2014,"hydro_electricity",8480,1962.24
"545","Ukraine",2014,"nuclear_electricity",88390,1962.24
"546","Ukraine",2014,"oil_electricity",1060,1962.24
"547","Ukraine",2014,"other_renewable_exc_biofuel_electricity",0,1962.24
"548","Ukraine",2014,"solar_electricity",430,1962.24
"549","Ukraine",2014,"wind_electricity",1130,1962.24
"550","Ukraine",2014,"tot",182820,1962.24
"551","Ukraine",2015,"biofuel_electricity",140,1962.24
"552","Ukraine",2015,"coal_electricity",56530,1962.24
"553","Ukraine",2015,"gas_electricity",10100,1962.24
"554","Ukraine",2015,"hydro_electricity",5400,1962.24
"555","Ukraine",2015,"nuclear_electricity",87630,1962.24
"556","Ukraine",2015,"oil_electricity",2320,1962.24
"557","Ukraine",2015,"other_renewable_exc_biofuel_electricity",0,1962.24
"558","Ukraine",2015,"solar_electricity",480,1962.24
"559","Ukraine",2015,"wind_electricity",1080,1962.24
"560","Ukraine",2015,"tot",163680,1962.24
"561","Ukraine",2016,"biofuel_electricity",140,1962.24
"562","Ukraine",2016,"coal_electricity",61290,1962.24
"563","Ukraine",2016,"gas_electricity",9830,1962.24
"564","Ukraine",2016,"hydro_electricity",7680,1962.24
"565","Ukraine",2016,"nuclear_electricity",80950,1962.24
"566","Ukraine",2016,"oil_electricity",3250,1962.24
"567","Ukraine",2016,"other_renewable_exc_biofuel_electricity",0,1962.24
"568","Ukraine",2016,"solar_electricity",490,1962.24
"569","Ukraine",2016,"wind_electricity",950,1962.24
"570","Ukraine",2016,"tot",164580,1962.24
"571","Ukraine",2017,"biofuel_electricity",210,1962.24
"572","Ukraine",2017,"coal_electricity",49330,1962.24
"573","Ukraine",2017,"gas_electricity",7380,1962.24
"574","Ukraine",2017,"hydro_electricity",8950,1962.24
"575","Ukraine",2017,"nuclear_electricity",85580,1962.24
"576","Ukraine",2017,"oil_electricity",2890,1962.24
"577","Ukraine",2017,"other_renewable_exc_biofuel_electricity",0,1962.24
"578","Ukraine",2017,"solar_electricity",720,1962.24
"579","Ukraine",2017,"wind_electricity",980,1962.24
"580","Ukraine",2017,"tot",156040,1962.24
"581","Ukraine",2018,"biofuel_electricity",300,1962.24
"582","Ukraine",2018,"coal_electricity",49060,1962.24
"583","Ukraine",2018,"gas_electricity",10570,1962.24
"584","Ukraine",2018,"hydro_electricity",10430,1962.24
"585","Ukraine",2018,"nuclear_electricity",84400,1962.24
"586","Ukraine",2018,"oil_electricity",2800,1962.24
"587","Ukraine",2018,"other_renewable_exc_biofuel_electricity",0,1962.24
"588","Ukraine",2018,"solar_electricity",1110,1962.24
"589","Ukraine",2018,"wind_electricity",1190,1962.24
"590","Ukraine",2018,"tot",159860,1962.24
"591","Ukraine",2019,"biofuel_electricity",410,1962.24
"592","Ukraine",2019,"coal_electricity",45530,1962.24
"593","Ukraine",2019,"gas_electricity",11930,1962.24
"594","Ukraine",2019,"hydro_electricity",6510,1962.24
"595","Ukraine",2019,"nuclear_electricity",83000,1962.24
"596","Ukraine",2019,"oil_electricity",1810,1962.24
"597","Ukraine",2019,"other_renewable_exc_biofuel_electricity",0,1962.24
"598","Ukraine",2019,"solar_electricity",2930,1962.24
"599","Ukraine",2019,"wind_electricity",2020,1962.24
"600","Ukraine",2019,"tot",154140,1962.24
